Username,UID,Shell,MinPasswordAge,MaxPasswordAge,InactiveDays,InteractiveShell,PasswordComplexity,UserType,ComplianceSummary
nobody,65534,/sbin/nologin,0,99999,,NO,OK,Regular,"MinPwdAge_NOT_SET"
systemd-coredump,999,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
systemd-resolve,193,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
polkitd,998,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
unbound,997,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
sssd,996,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
chrony,995,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
pesign,994,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
splunk,899,/bin/bash,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
nginx,897,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
apache,700,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
saslauth,699,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
setroubleshoot,698,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
abrt,173,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
nrpe,697,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
sisips,1000,/bin/bash,0,99999,,YES,OK,Regular,"MinPwdAge_NOT_SET"
dcscaf,1003,/sbin/nologin,1,60,,NO,OK,Regular,"OK"
jirapy,696,/bin/bash,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
