Username,UID,Shell,MinPasswordAge,MaxPasswordAge,InactiveDays,InteractiveShell,PasswordComplexity,UserType,ComplianceSummary
nobody,65534,/sbin/nologin,0,99999,,YES,OK,Regular,"MinPwdAge_NOT_SET"
systemd-coredump,999,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
systemd-resolve,193,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
grafana,998,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
polkitd,997,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
gluster,996,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
unbound,995,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
pcp,994,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
libstoragemgmt,993,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
saslauth,992,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
setroubleshoot,991,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
clevis,990,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
sssd,989,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
cockpit-ws,988,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
pcpqa,987,/bin/bash,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
chrony,986,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
cockpit-wsinstance,985,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
rngd,984,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
nrpe,982,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
dnsmasq,977,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
sisips,1000,/bin/bash,0,99999,,YES,OK,Regular,"MinPwdAge_NOT_SET"
dcscaf,1003,/sbin/nologin,1,60,,YES,OK,Regular,"OK"
