Username,UID,Shell,MinPasswordAge,MaxPasswordAge,InactiveDays,InteractiveShell,PasswordComplexity,UserType,ComplianceSummary
nobody,65534,/sbin/nologin,0,99999,,NO,OK,Regular,"MinPwdAge_NOT_SET"
systemd-coredump,999,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
systemd-resolve,193,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
polkitd,998,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
unbound,997,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
sssd,996,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
chrony,995,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
pesign,994,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
saslauth,992,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
nginx,991,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
echecklist,1000,/bin/bash,-1,-1,,YES,OK,Regular,"OK"
memcached,989,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
nrpe,988,/sbin/nologin,-1,-1,,NO,OK,Service,"OK"
sisips,1003,/bin/bash,0,99999,,YES,OK,Regular,"MinPwdAge_NOT_SET"
dcscaf,1004,/sbin/nologin,1,960,,NO,OK,Regular,"OK"
