Username,UID,Shell,MinPasswordAge,MaxPasswordAge,InactiveDays,InteractiveShell,PasswordComplexity,UserType,ComplianceSummary
nobody,65534,/sbin/nologin,0,99999,,YES,OK,Regular,"MinPwdAge_NOT_SET"
systemd-coredump,999,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
systemd-resolve,193,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
polkitd,998,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
unbound,997,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
sssd,996,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
chrony,995,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
pesign,994,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
splunk,899,/bin/bash,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
clevis,898,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
geoclue,897,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
cockpit-ws,896,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
cockpit-wsinstance,895,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
rtkit,172,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
pipewire,894,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
colord,893,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
libstoragemgmt,892,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
usbmuxd,113,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
dnsmasq,989,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
saslauth,891,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
gluster,890,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
qemu,107,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
pulse,171,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
flatpak,889,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
setroubleshoot,888,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
gnome-initial-setup,887,/sbin/nologin,-1,-1,,YES,OK,Service,"ServiceAccount_InteractiveShell"
admindt,1000,/bin/bash,1,60,,YES,OK,Regular,"OK"
sisips,1003,/bin/bash,0,99999,,YES,OK,Regular,"MinPwdAge_NOT_SET"
dcscaf,1004,/sbin/nologin,1,60,,YES,OK,Regular,"OK"
splunkfwd,1006,/bin/bash,1,60,,YES,OK,Regular,"OK"
